:START_ID(Point),:END_ID(Point),distance:double
"36.053899 -93.501897","36.053899 -93.500449",0.13009
"36.054167 -93.51909","36.05479 -93.519047",0.06934
"36.054269 -93.631989","36.054409 -93.632118",0.0194
"36.055111 -93.494017","36.05524 -93.494821",0.07364
"36.05517 -93.652267","36.055578 -93.65319",0.09451
"36.056308 -93.520919","36.05686 -93.521499",0.08048
"36.056351 -93.790969","36.056549 -93.790428",0.05335
"36.056442 -93.48156","36.05671 -93.482",0.04949
"36.056758 -93.504391","36.056758 -93.504279",0.01006
"36.057161 -93.543922","36.057869 -93.544791",0.11084
"36.057708 -93.483492","36.057971 -93.483712",0.03528
"36.057842 -93.505647","36.058078 -93.505507",0.02909
"36.057992 -93.643979","36.058378 -93.645637",0.155
"36.058008 -93.521869","36.059162 -93.521987",0.12868
"36.05811 -93.573828","36.058191 -93.574059",0.02262
"36.05811 -93.776421","36.058362 -93.776539",0.02994
"36.059548 -93.59358","36.06171 -93.594776",0.26318
"36.059859 -93.560321","36.059998 -93.560498",0.02217
"36.060057 -93.472409","36.06061 -93.474361",0.18581
"36.060208 -93.482349","36.06032 -93.48318",0.07568
"36.061581 -93.522207","36.061822 -93.522148",0.0273
"36.06179 -93.461401","36.061919 -93.461288",0.01757
"36.062262 -93.74167","36.062391 -93.741617",0.01511
"36.062589 -93.743752","36.062729 -93.743918",0.02155
"36.063051 -93.652878","36.06356 -93.653361",0.07129
"36.063179 -93.525549","36.063351 -93.52645",0.08316
"36.063292 -93.444197","36.063378 -93.444187",0.0096
"36.063609 -93.444288","36.06363 -93.444428",0.01279
"36.063662 -93.44453","36.06385 -93.44438",0.02486
"36.064032 -93.527678","36.064108 -93.527657",0.00865
"36.064091 -93.707647","36.065931 -93.707687",0.2045
"36.064311 -93.624941","36.065679 -93.625391",0.1573
"36.06436 -93.518629","36.064612 -93.51835",0.03758
"36.065159 -93.784988","36.066248 -93.78944",0.41782
"36.065282 -93.736091","36.066489 -93.735297",0.15191
"36.066441 -93.45962","36.06672 -93.459797",0.03484
"36.067149 -93.571457","36.06716 -93.571141",0.02841
"36.067482 -93.54838","36.067889 -93.548787",0.05816
"36.067541 -93.539958","36.068608 -93.542259",0.23828
"36.067632 -93.730008","36.067659 -93.731456",0.1301
"36.067637 -93.550638","36.067702 -93.550788",0.01529
"36.067761 -93.664841","36.06826 -93.665201",0.06419
"36.068828 -93.542742","36.068952 -93.542988",0.02604
"36.068952 -93.542988","36.06907 -93.543198",0.02297
"36.069209 -93.751847","36.069708 -93.751417",0.06758
"36.069231 -93.794381","36.06929 -93.794279",0.01127
"36.069268 -93.465891","36.070539 -93.46426",0.2035
"36.069509 -93.543761","36.06967 -93.54389",0.02132
"36.069928 -93.573212","36.07084 -93.573179",0.10139
"36.070491 -93.507497","36.070502 -93.507969",0.04241
"36.070491 -93.794547","36.070609 -93.794901",0.03439
"36.070572 -93.794537","36.071071 -93.79466",0.05654
"36.07136 -93.796811","36.071451 -93.797117",0.02929
"36.071612 -93.790358","36.071741 -93.790127",0.02522
"36.07195 -93.730378","36.072031 -93.7304",0.00922
"36.072052 -93.508651","36.072793 -93.508447",0.08436
"36.072127 -93.46315","36.072793 -93.463348",0.07612
"36.07254 -93.745887","36.072562 -93.745769",0.01088
"36.072589 -93.743821","36.072599 -93.74542",0.14363
"36.072712 -93.535757","36.073259 -93.535537",0.06392
"36.072841 -93.50805","36.072948 -93.50791",0.01731
"36.07364 -93.6928","36.073828 -93.69272",0.02209
"36.073662 -93.670141","36.074332 -93.670511",0.08153
"36.074187 -93.513377","36.07452 -93.512851",0.06001
"36.074611 -93.647369","36.07474 -93.647772",0.03893
"36.074681 -93.750548","36.075271 -93.752099",0.15396
"36.075351 -93.494199","36.075518 -93.494178",0.01865
"36.075378 -93.745801","36.075539 -93.745737",0.01879
"36.075679 -93.494097","36.07585 -93.493968",0.02226
"36.076521 -93.779296","36.07673 -93.779296",0.02323
"36.076617 -93.629608","36.077277 -93.630611",0.11616
"36.07813 -93.582079","36.081628 -93.581961",0.38886
"36.078532 -93.730137","36.078559 -93.728951",0.10656
"36.079208 -93.63222","36.079241 -93.632488",0.02435
"36.079241 -93.632488","36.079289 -93.63274",0.02325
"36.079251 -93.745737","36.081237 -93.745711",0.22071
"36.080667 -93.725169","36.080812 -93.725078",0.01807
"36.080759 -93.5439","36.082851 -93.542988",0.24648
"36.080769 -93.632231","36.081381 -93.632451",0.07082
"36.080871 -93.683761","36.081241 -93.683488",0.04787
"36.081172 -93.621711","36.082642 -93.619571",0.25223
"36.081402 -93.678188","36.081638 -93.678231",0.02651
"36.081869 -93.732508","36.081917 -93.732621",0.01146
"36.081901 -93.656027","36.08358 -93.658179",0.26863
"36.08196 -93.488078","36.082041 -93.487719",0.03347
"36.082872 -93.48362","36.083071 -93.483449",0.02692
"36.083189 -93.639097","36.083232 -93.638808",0.02639
"36.083441 -93.607361","36.084181 -93.607061",0.08653
"36.083682 -93.604341","36.083977 -93.604808",0.05323
"36.083988 -93.671268","36.08438 -93.67174",0.06078
"36.084079 -93.605049","36.085141 -93.605087",0.11806
"36.084181 -93.607061","36.084299 -93.60704",0.01325
"36.084299 -93.60704","36.084347 -93.608177",0.10225
"36.08453 -93.566941","36.084938 -93.566978",0.04546
"36.084567 -93.54","36.08461 -93.539577",0.03829
"36.0846 -93.435727","36.085074 -93.436036",0.05954
"36.084669 -93.67653","36.087362 -93.676471",0.29931
"36.084991 -93.7112","36.085769 -93.711447",0.08926
"36.085259 -93.453601","36.085512 -93.454057",0.04967
"36.085259 -93.596","36.08527 -93.596139",0.01254
"36.085597 -93.598178","36.08578 -93.597217",0.08867
"36.08564 -93.749009","36.085742 -93.7494",0.0369
"36.085651 -93.604899","36.08601 -93.604561",0.05013
"36.085907 -93.454251","36.086091 -93.454357",0.02255
"36.08593 -93.73497","36.08615 -93.734959",0.02447
"36.086289 -93.753939","36.086542 -93.75535",0.12979
"36.086542 -93.735399","36.086552 -93.736172",0.06943
"36.086554 -93.736446","36.086558 -93.736901",0.04086
"36.086627 -93.537029","36.086633 -93.537021",0.00098
"36.08747 -93.767141","36.087598 -93.766937",0.02319
"36.08828 -93.724177","36.088548 -93.724118",0.03025
"36.020312 -93.781507","36.020489 -93.781169",0.03619
"36.020468 -93.486839","36.02064 -93.486801",0.01942
"36.0205 -93.460162","36.020699 -93.46153",0.12493
"36.021487 -93.6822","36.021852 -93.682769",0.06527
"36.021702 -93.630997","36.02212 -93.630997",0.04645
"36.02204 -93.754277","36.022228 -93.756482",0.19928
"36.02204 -93.754277","36.022678 -93.752737",0.15551
"36.022152 -93.745259","36.022228 -93.744117",0.10299
"36.023579 -93.652938","36.024261 -93.652111",0.10615
"36.023601 -93.600667","36.024218 -93.60071",0.06867
"36.023719 -93.667529","36.023971 -93.667641",0.02976
"36.023751 -93.483089","36.023901 -93.482859",0.02655
"36.02432 -93.794429","36.025291 -93.795937",0.17324
"36.024609 -93.683767","36.025012 -93.683729",0.04491
"36.02491 -93.600409","36.024958 -93.600441",0.00606
"36.025232 -93.625692","36.025242 -93.625461",0.02079
"36.025521 -93.668661","36.025698 -93.668961",0.03337
"36.025521 -93.739959","36.025682 -93.739857",0.0201
"36.027072 -93.533327","36.027629 -93.533129",0.0644
"36.027141 -93.738371","36.027678 -93.738527",0.0613
"36.027597 -93.578351","36.02867 -93.577267",0.15397
"36.027812 -93.64164","36.028037 -93.642069",0.04595
"36.028692 -93.566957","36.028761 -93.567198",0.02298
"36.028981 -93.644521","36.029491 -93.64753",0.27629
"36.029072 -93.472597","36.029872 -93.473702",0.13328
"36.029612 -93.571263","36.02962 -93.57105",0.01916
"36.02963 -93.603917","36.029722 -93.603928",0.01027
"36.029942 -93.530672","36.030419 -93.53021",0.06733
"36.030119 -93.731757","36.030188 -93.731752",0.00768
"36.03022 -93.603681","36.030462 -93.603708",0.027
"36.03044 -93.722487","36.030601 -93.722959",0.04604
"36.030462 -93.721951","36.030521 -93.72186",0.01048
"36.030682 -93.731988","36.030848 -93.73254",0.05293
"36.030762 -93.475429","36.031658 -93.475461",0.09961
"36.031261 -93.568217","36.032329 -93.568121",0.11899
"36.031658 -93.65842","36.03176 -93.65872",0.02925
"36.031728 -93.600189","36.0333 -93.598977",0.20586
"36.031921 -93.698379","36.032119 -93.698358",0.02208
"36.033128 -93.662717","36.033418 -93.66468",0.17932
"36.033219 -93.673918","36.033251 -93.674138",0.02009
"36.035188 -93.70736","36.035252 -93.707301",0.00887
"36.035601 -93.452839","36.035939 -93.45116",0.15548
"36.035612 -93.594428","36.037092 -93.59321",0.19756
"36.036579 -93.447938","36.036722 -93.448119",0.02274
"36.037092 -93.56818","36.037489 -93.567858",0.05276
"36.037479 -93.70479","36.037629 -93.704828",0.01701
"36.03766 -93.742342","36.0378 -93.742352",0.01558
"36.037779 -93.538391","36.037827 -93.53816",0.02143
"36.038171 -93.568148","36.038637 -93.568748",0.07476
"36.039501 -93.70509","36.039651 -93.705047",0.01711
"36.039828 -93.644467","36.039909 -93.649697",0.47004
"36.040778 -93.479399","36.04088 -93.47964",0.02444
"36.040799 -93.642488","36.0417 -93.64223",0.10277
"36.040949 -93.589219","36.04111 -93.588999",0.02666
"36.041142 -93.680017","36.041239 -93.679958",0.01201
"36.041212 -93.70471","36.04148 -93.704779",0.03042
"36.041942 -93.569532","36.042151 -93.568829",0.0673
"36.041942 -93.700327","36.041958 -93.700187",0.0127
"36.042408 -93.740898","36.04294 -93.740517",0.06832
"36.042762 -93.446161","36.042848 -93.446729",0.05192
"36.042768 -93.676509","36.042768 -93.6763",0.01878
"36.042789 -93.640261","36.043149 -93.639827",0.05587
"36.042918 -93.676868","36.042982 -93.677437",0.05162
"36.043031 -93.496661","36.043358 -93.496077",0.06383
"36.044372 -93.499891","36.044898 -93.502262",0.22091
"36.044458 -93.48075","36.04478 -93.480241",0.05807
"36.044602 -93.692897","36.04478 -93.692811",0.02124
"36.045058 -93.531031","36.046019 -93.532211",0.15048
"36.045337 -93.76396","36.0467 -93.762769",0.18545
"36.045482 -93.468568","36.045761 -93.46889",0.04241
"36.045611 -93.518607","36.046448 -93.51858",0.09304
"36.045708 -93.715707","36.046147 -93.715969",0.05417
"36.045949 -93.469238","36.045997 -93.46897",0.02466
"36.046131 -93.797058","36.046829 -93.79746",0.08556
"36.046249 -93.632107","36.046448 -93.632279",0.02698
"36.046448 -93.632279","36.046561 -93.632499",0.02342
"36.04692 -93.716372","36.048079 -93.716747",0.13313
"36.047558 -93.512138","36.048819 -93.514289",0.23872
"36.048079 -93.716747","36.04824 -93.716838",0.01967
"36.048191 -93.603971","36.048722 -93.60381",0.06075
"36.048502 -93.469828","36.048969 -93.469469",0.0611
"36.048722 -93.60381","36.048862 -93.60373",0.01714
"36.049951 -93.754572","36.050412 -93.753837",0.08358
"36.050267 -93.765118","36.050278 -93.76566",0.04871
"36.0503 -93.772038","36.05046 -93.771491",0.05226
"36.050369 -93.665748","36.050611 -93.665587",0.03054
"36.050729 -93.569108","36.050868 -93.568947",0.02116
"36.05156 -93.701652","36.052038 -93.701587",0.05344
"36.052359 -93.596397","36.052622 -93.59674",0.04247
"36.052558 -93.558642","36.053261 -93.556818",0.18154
"36.052569 -93.452367","36.053148 -93.452759",0.07335
"36.052638 -93.597169","36.052762 -93.597062",0.0168
"36.05273 -93.529127","36.05288 -93.529121",0.01668
"36.05333 -93.59108","36.054387 -93.59108",0.11746
"36.053577 -93.623659","36.053819 -93.623299",0.04206
"36.053673 -93.624824","36.053749 -93.62677",0.17503
"36.053899 -93.500449","36.05465 -93.499188",0.14071
"36.05413 -93.502948","36.055068 -93.504102",0.14702
"36.054248 -93.508699","36.05443 -93.508447",0.03036
"36.054387 -93.59108","36.054478 -93.59115",0.01191
"36.054537 -93.551341","36.054908 -93.550837",0.06124
"36.054709 -93.793888","36.054929 -93.79496",0.09936
"36.05472 -93.792879","36.05487 -93.792627",0.02811
"36.054999 -93.579638","36.05539 -93.57878",0.08848
"36.055042 -93.543348","36.05619 -93.543477",0.1281
"36.055068 -93.54986","36.055181 -93.549608",0.02589
"36.055138 -93.652117","36.05517 -93.652267",0.01394
"36.055347 -93.453177","36.055718 -93.45329",0.04246
"36.05539 -93.57878","36.055821 -93.577535",0.12167
"36.055589 -93.50746","36.05605 -93.507331",0.05252
"36.055959 -93.746868","36.056608 -93.747282",0.08115
"36.056501 -93.5765","36.056967 -93.576409",0.05243
"36.05663 -93.507127","36.056731 -93.507041",0.01363
"36.057021 -93.5216","36.057187 -93.521692",0.02021
"36.057187 -93.521692","36.057568 -93.521799",0.04342
"36.058351 -93.455881","36.058807 -93.456289",0.06254
"36.06047 -93.744658","36.060819 -93.744471",0.04226
"36.120278 -93.484967","36.121099 -93.485149",0.09268
"36.120289 -93.732749","36.120418 -93.732299",0.04286
"36.120402 -93.6052","36.12141 -93.605141",0.11214
"36.120402 -93.677297","36.120402 -93.677211",0.00772
"36.120509 -93.728329","36.121292 -93.727481",0.11561
"36.120552 -93.609357","36.120691 -93.608627",0.06732
"36.120691 -93.608627","36.120852 -93.608407",0.02665
"36.12074 -93.726387","36.12097 -93.726789",0.04422
"36.12097 -93.783931","36.121088 -93.784291",0.03487
"36.121351 -93.691068","36.121587 -93.691819",0.07233
"36.12141 -93.564779","36.121619 -93.564521",0.0328
"36.12141 -93.730899","36.121652 -93.730539",0.04204
"36.121791 -93.732669","36.121872 -93.732208",0.04235
"36.121839 -93.484591","36.122558 -93.48324",0.14522
"36.122118 -93.694179","36.122558 -93.695338",0.11495
"36.122161 -93.473997","36.122686 -93.473901",0.05897
"36.122339 -93.69167","36.122542 -93.691599",0.02344
"36.122762 -93.564468","36.122821 -93.56436",0.0117
"36.122762 -93.70994","36.123046 -93.709806",0.03377
"36.122762 -93.717182","36.123658 -93.716678",0.10936
"36.122869 -93.731778","36.122987 -93.731821",0.01367
"36.123277 -93.482278","36.123561 -93.481898",0.04647
"36.123411 -93.465419","36.123529 -93.465532",0.01658
"36.123561 -93.685601","36.123642 -93.685371",0.02252
"36.123588 -93.739348","36.123631 -93.739852",0.04549
"36.123738 -93.55619","36.123932 -93.555858",0.03678
"36.123808 -93.639537","36.12405 -93.639687",0.03007
"36.123969 -93.554559","36.125112 -93.554077",0.13418
"36.12398 -93.73379","36.124001 -93.733339",0.04055
"36.1242 -93.774527","36.124237 -93.771818",0.2432
"36.124511 -93.548358","36.125739 -93.550541",0.23878
"36.124618 -93.727937","36.125391 -93.727739",0.08772
"36.124688 -93.717219","36.124752 -93.717391",0.017
"36.124929 -93.660099","36.127011 -93.658849",0.25713
"36.125112 -93.771357","36.125171 -93.771357",0.00656
"36.125562 -93.51629","36.125577 -93.517103",0.07299
"36.125577 -93.517108","36.125577 -93.517103",0.00045
"36.125857 -93.532699","36.126131 -93.532458",0.03735
"36.126044 -93.576062","36.12781 -93.576457",0.19942
"36.126549 -93.690387","36.126978 -93.690167",0.0516
"36.127359 -93.514037","36.127789 -93.514401",0.05789
"36.127402 -93.533161","36.131281 -93.53307",0.43113
"36.127671 -93.71612","36.127762 -93.715937",0.01929
"36.128582 -93.688868","36.12892 -93.688471",0.05177
"36.128749 -93.743237","36.129188 -93.742543",0.07912
"36.130219 -93.71472","36.130331 -93.71472",0.01245
"36.130331 -93.715621","36.130369 -93.715288",0.03018
"36.131377 -93.601487","36.131528 -93.600999",0.0469
"36.131377 -93.655942","36.131522 -93.655341",0.0563
"36.13186 -93.443849","36.131929 -93.443779",0.00991
"36.133587 -93.702","36.13422 -93.703138",0.12401
"36.1337 -93.68058","36.13473 -93.680237",0.11853
"36.133829 -93.533767","36.134119 -93.53359",0.03593
"36.134151 -93.575009","36.134841 -93.574781",0.07936
"36.13422 -93.562391","36.134912 -93.5623",0.07733
"36.13422 -93.712767","36.134569 -93.712509",0.04517
"36.134467 -93.788389","36.13458 -93.792418",0.36181
"36.134929 -93.65379","36.135841 -93.65261",0.14658
"36.135089 -93.587041","36.13532 -93.587089",0.02603
"36.135191 -93.77928","36.135277 -93.778497",0.07092
"36.135272 -93.646597","36.135519 -93.646699",0.02893
"36.135309 -93.672872","36.135438 -93.674218",0.12165
"36.13598 -93.549431","36.13605 -93.549098",0.03088
"36.136457 -93.586821","36.136822 -93.586789",0.04066
"36.13649 -93.703111","36.139118 -93.701598",0.32206
"36.137058 -93.436907","36.137348 -93.436097",0.07952
"36.137938 -93.537377","36.138008 -93.536426",0.0857
"36.138088 -93.618476","36.138308 -93.618498",0.02453
"36.138281 -93.546749","36.138512 -93.546379",0.04197
"36.138281 -93.735169","36.138571 -93.734487",0.06917
"36.138571 -93.58695","36.138888 -93.587368",0.05146
"36.138812 -93.531128","36.138898 -93.53101",0.01426
"36.138812 -93.531128","36.13915 -93.531117",0.03757
"36.139 -93.617677","36.139129 -93.617618",0.01528
"36.139569 -93.617801","36.140379 -93.617951",0.09101
"36.139649 -93.517352","36.140078 -93.517277",0.04815
"36.139719 -93.515651","36.140379 -93.515807",0.07467
"36.140078 -93.744809","36.140089 -93.74402",0.07082
"36.140518 -93.619898","36.140781 -93.62037",0.05146
"36.140781 -93.62037","36.141098 -93.62125",0.08647
"36.141741 -93.62457","36.141838 -93.624667",0.01386
"36.142009 -93.49763","36.142069 -93.497611",0.00688
"36.14283 -93.478438","36.142911 -93.478471",0.00948
"36.144048 -93.473868","36.14422 -93.473637",0.0282
"36.14408 -93.706238","36.14423 -93.70714",0.08264
"36.144188 -93.545467","36.144359 -93.54485",0.05854
"36.144418 -93.594401","36.145732 -93.594487",0.14622
"36.14445 -93.47287","36.144719 -93.472607",0.03809
"36.147648 -93.628057","36.147717 -93.628331",0.02575
"36.147701 -93.62751","36.147792 -93.627328",0.01921
"36.147739 -93.768117","36.148779 -93.767157",0.14414
"36.148002 -93.499639","36.148329 -93.49958",0.03672
"36.148012 -93.672357","36.148087 -93.672029",0.03059
"36.148157 -93.67042","36.148479 -93.670248",0.03897
"36.148168 -93.626797","36.148248 -93.626539",0.0248
"36.149021 -93.62839","36.149187 -93.62847",0.01979
"36.149091 -93.767087","36.149557 -93.767597",0.06911
"36.14975 -93.619941","36.150271 -93.620091",0.05944
"36.125342 -93.734788","36.125857 -93.734568",0.06054
"36.125621 -93.608418","36.12649 -93.608247",0.09778
"36.125659 -93.551169","36.126222 -93.551158",0.06257
"36.125798 -93.44056","36.126828 -93.440641",0.11469
"36.125868 -93.746477","36.126329 -93.746107",0.06105
"36.126941 -93.686529","36.127011 -93.686562",0.00832
"36.127949 -93.61058","36.127982 -93.610108",0.04252
"36.127949 -93.61058","36.128008 -93.613799",0.289
"36.127982 -93.610108","36.128067 -93.609668",0.04061
"36.128067 -93.609668","36.128212 -93.609277",0.03862
"36.128389 -93.608928","36.12862 -93.608617",0.03792
"36.128802 -93.73445","36.129012 -93.734369",0.02444
"36.12892 -93.608129","36.129022 -93.608241",0.01515
"36.129188 -93.742543","36.129221 -93.742491",0.00594
"36.129688 -93.699882","36.12987 -93.699908",0.02036
"36.129779 -93.68712","36.13002 -93.686648",0.05012
"36.12987 -93.72098","36.129988 -93.721082",0.01599
"36.130009 -93.57694","36.13016 -93.576929",0.01681
"36.130229 -93.444482","36.130369 -93.444589",0.01828
"36.130272 -93.715782","36.130331 -93.715621",0.01587
"36.13061 -93.774458","36.131072 -93.774549",0.05199
"36.130959 -93.516987","36.13127 -93.516719",0.04211
"36.131109 -93.722439","36.13112 -93.723308",0.078
"36.131329 -93.536937","36.131399 -93.538611",0.15045
"36.131361 -93.700831","36.13201 -93.701357",0.0862
"36.131597 -93.62501","36.13164 -93.625509",0.04504
"36.131817 -93.629559","36.132127 -93.631367",0.16589
"36.132059 -93.44365","36.132757 -93.443219",0.08668
"36.132311 -93.57488","36.133888 -93.575057",0.17596
"36.132729 -93.515238","36.13289 -93.514991",0.02849
"36.132981 -93.635889","36.13311 -93.636399",0.04796
"36.133099 -93.532989","36.133378 -93.533059",0.03163
"36.133131 -93.496468","36.133368 -93.496398",0.02708
"36.13362 -93.511531","36.133652 -93.511628",0.0094
"36.13407 -93.642809","36.13444 -93.643228",0.05572
"36.13422 -93.562391","36.134371 -93.56332",0.08505
"36.134698 -93.668569","36.134709 -93.668752",0.01647
"36.13487 -93.552891","36.134988 -93.5525",0.03746
"36.135149 -93.712279","36.135288 -93.71215",0.0193
"36.13525 -93.574531","36.135272 -93.574681",0.01368
"36.135739 -93.679057","36.137541 -93.679631",0.20677
"36.13605 -93.549098","36.13613 -93.548938",0.01689
"36.136152 -93.641307","36.136302 -93.641812",0.04829
"36.13642 -93.64282","36.136479 -93.644789",0.17683
"36.136919 -93.464089","36.138018 -93.46168",0.24831
"36.137208 -93.533091","36.13738 -93.533139",0.01959
"36.137418 -93.434799","36.137632 -93.434091",0.06784
"36.137428 -93.530151","36.137541 -93.52962",0.04928
"36.137611 -93.679647","36.137681 -93.67969",0.00868
"36.137707 -93.668527","36.138989 -93.66806",0.1485
"36.13782 -93.533408","36.137868 -93.533558",0.01448
"36.138491 -93.584402","36.138528 -93.5843",0.01003
"36.138512 -93.546379","36.13878 -93.546507",0.03192
"36.13863 -93.734187","36.138957 -93.734257",0.03688
"36.13878 -93.546507","36.138871 -93.546481",0.01038
"36.138839 -93.510078","36.139558 -93.510657",0.09531
"36.138888 -93.587368","36.139022 -93.587288",0.01653
"36.139059 -93.541851","36.139118 -93.542178",0.03007
"36.139912 -93.745737","36.139983 -93.745343",0.03623
"36.140052 -93.564419","36.140288 -93.565288",0.08228
"36.140202 -93.530699","36.140449 -93.53079",0.02864
"36.140529 -93.779988","36.141382 -93.780182",0.09638
"36.140631 -93.587851","36.140808 -93.588302",0.045
"36.140947 -93.703658","36.14158 -93.703637",0.07037
"36.141538 -93.513881","36.141607 -93.514037",0.01596
"36.14364 -93.695091","36.143699 -93.695161",0.00908
"36.14444 -93.47677","36.144601 -93.47728",0.04914
"36.145861 -93.680258","36.148881 -93.68028",0.3356
"36.146961 -93.690601","36.147181 -93.691121",0.05268
"36.147379 -93.620118","36.14783 -93.620418",0.05689
"36.147449 -93.48104","36.148739 -93.483875",0.292
"36.147642 -93.627698","36.147701 -93.62751",0.0181
"36.14798 -93.577578","36.151999 -93.577547",0.44662
"36.148012 -93.672357","36.14805 -93.672561",0.01879
"36.148479 -93.670248","36.148678 -93.670061",0.02776
"36.14871 -93.548787","36.14959 -93.54978",0.1323
"36.148871 -93.491109","36.149182 -93.490948",0.03746
"36.112119 -93.75344","36.112269 -93.75351",0.01781
"36.11213 -93.485519","36.112462 -93.485841",0.04687
"36.11228 -93.787928","36.113358 -93.786597",0.1692
"36.112452 -93.729681","36.112548 -93.729359",0.03081
"36.112452 -93.7675","36.113229 -93.768208",0.10722
"36.112757 -93.686347","36.113197 -93.684561",0.16762
"36.113128 -93.595249","36.113251 -93.595367",0.01729
"36.113197 -93.684561","36.11346 -93.6844",0.0326
"36.113412 -93.557118","36.11361 -93.557199",0.02317
"36.113412 -93.70715","36.11427 -93.705557",0.17188
"36.114007 -93.714467","36.11508 -93.716951",0.25287
"36.114141 -93.643099","36.114168 -93.642359",0.0665
"36.114458 -93.769007","36.114651 -93.768289",0.06793
"36.114651 -93.557091","36.114839 -93.556968",0.02363
"36.114784 -93.732924","36.114882 -93.732481",0.04123
"36.11523 -93.76603","36.115322 -93.765681",0.03296
"36.115311 -93.46455","36.11544 -93.464609",0.01528
"36.11537 -93.46301","36.115391 -93.463241",0.02087
"36.115404 -93.765329","36.115627 -93.764367",0.08984
"36.115488 -93.795288","36.115736 -93.795264",0.02764
"36.115729 -93.47353","36.116421 -93.473358",0.07843
"36.115772 -93.464587","36.115858 -93.464807",0.02194
"36.115992 -93.753542","36.115998 -93.752952",0.05297
"36.11603 -93.712429","36.11604 -93.712981",0.04957
"36.1164 -93.442491","36.116958 -93.44233",0.06367
"36.11684 -93.586247","36.117038 -93.586059",0.02773
"36.116968 -93.682807","36.116968 -93.681938",0.07801
"36.117242 -93.465301","36.117312 -93.465338",0.00846
"36.117371 -93.79569","36.120042 -93.799129",0.42825
"36.117982 -93.729327","36.118422 -93.729391",0.04923
"36.118117 -93.744468","36.119416 -93.740362",0.39584
"36.11817 -93.611481","36.118422 -93.611159",0.04025
"36.118218 -93.438468","36.118551 -93.439021",0.06192
"36.119468 -93.484897","36.120278 -93.484967",0.09023
"36.120471 -93.441247","36.120568 -93.441231",0.01087
"36.120938 -93.566688","36.120992 -93.567032",0.03146
"36.121131 -93.466089","36.121336 -93.466037",0.02325
"36.121142 -93.692827","36.121362 -93.69243",0.04322
"36.12126 -93.690129","36.121292 -93.69066",0.0478
"36.12156 -93.728259","36.121732 -93.728919",0.06225
"36.121968 -93.573351","36.12229 -93.574097",0.07592
"36.122311 -93.730609","36.122408 -93.73077",0.01803
"36.122558 -93.48324","36.123046 -93.482585",0.07998
"36.122612 -93.731778","36.122869 -93.731778",0.02856
"36.1231 -93.73188","36.123282 -93.732089",0.02759
"36.123121 -93.440517","36.123341 -93.440598",0.02551
"36.123749 -93.733742","36.12398 -93.73379",0.02603
"36.124119 -93.660748","36.124929 -93.660099",0.10722
"36.124162 -93.551502","36.125487 -93.55118",0.15005
"36.1245 -93.473578","36.124731 -93.473487",0.02694
"36.125079 -93.69581","36.125611 -93.695821",0.05913
"36.125369 -93.533027","36.125857 -93.532319",0.08354
"36.125739 -93.550541","36.126142 -93.550912",0.05581
"36.125739 -93.69706","36.125991 -93.6967",0.04276
"36.125831 -93.69875","36.126088 -93.698927",0.03268
"36.125857 -93.734568","36.125938 -93.734487",0.01157
"36.125938 -93.734487","36.125981 -93.734332",0.01471
"36.126109 -93.548739","36.126142 -93.550912",0.19508
"36.12663 -93.472677","36.127161 -93.472537",0.06033
"36.126818 -93.533037","36.127402 -93.533161",0.06584
"36.126828 -93.440641","36.127461 -93.440571",0.07062
"36.12686 -93.443081","36.127021 -93.443071",0.01791
"36.127697 -93.61625","36.127719 -93.616207",0.00457
"36.12811 -93.442309","36.128459 -93.442202",0.03995
"36.128261 -93.440791","36.128363 -93.440898",0.01486
"36.128561 -93.74373","36.128749 -93.743237",0.04893
"36.129258 -93.51755","36.129312 -93.517658",0.0114
"36.129398 -93.528142","36.129398 -93.528106",0.00323
"36.129671 -93.740329","36.129811 -93.739981",0.03489
"36.129988 -93.721082","36.130932 -93.722037",0.13547
"36.130262 -93.661832","36.130642 -93.661821",0.04224
"36.130331 -93.71472","36.130369 -93.715288",0.05115
"36.130932 -93.683102","36.131018 -93.682512",0.05381
"36.131008 -93.536787","36.131152 -93.536589",0.02391
"36.13105 -93.444728","36.131211 -93.444648",0.01928
"36.13112 -93.723308","36.131238 -93.723898",0.05455
"36.131501 -93.774849","36.13473 -93.777741",0.44286
"36.131651 -93.5163","36.132209 -93.516311",0.06202
"36.131769 -93.535569","36.132761 -93.53499",0.12187
"36.132102 -93.585571","36.133309 -93.586188",0.14511
"36.132901 -93.512299","36.132997 -93.512041",0.02549
"36.133148 -93.677989","36.13333 -93.677507",0.04775
"36.133502 -93.509809","36.134328 -93.508999",0.11709
"36.133689 -93.558797","36.133968 -93.560771",0.17986
"36.133802 -93.615558","36.134231 -93.61573",0.05011
"36.133807 -93.58658","36.134049 -93.586698",0.0289
"36.134188 -93.586757","36.135089 -93.587041",0.10332
"36.134328 -93.508999","36.134939 -93.508039",0.1097
"36.13473 -93.777741","36.135288 -93.77824",0.07649
"36.134848 -93.566629","36.135041 -93.566442",0.02723
"36.135055 -93.573186","36.135068 -93.573297",0.01007
"36.13532 -93.587089","36.135578 -93.587041",0.02899
"36.135631 -93.599127","36.136028 -93.598977",0.04612
"36.136012 -93.496881","36.136849 -93.497187",0.09698
"36.136479 -93.439267","36.13708 -93.438591",0.09023
"36.136527 -93.705911","36.13723 -93.707231",0.1419
